Level,Teritorija,Starost,Spol,Ukupno,Ne školuje se ,Predškolsko obrazovanje  ,Osnovna škola  ,Srednja škola  ,Specijalizacija poslije srednje škole  ,Viša škola ,Stari program - Osnovne akademske studije,Stari program - Specijalističke studije,Stari program - Magistarske studije,Stari program - Doktorske studije,Program po Bolonji - Studij I ciklusa,Program po Bolonji - Studij II ciklusa,Program po Bolonji - Studij integrisanog I i II ciklusa,Program po Bolonji - Studij III ciklusa,,,
3,OŠTRA LUKA,22,"Muški/ 
Male",11,9,-,-,-,-,-,-,-,-,-,2,-,-,-,,,
3,OŠTRA LUKA,22,"Ženski/ 
Female",6,1,-,-,-,-,-,1,-,-,-,3,1,-,-,,,
3,OŠTRA LUKA,23,"Ukupno/ 
Total",24,17,-,-,-,-,-,-,-,-,-,7,-,-,-,,,
3,OŠTRA LUKA,23,"Muški/ 
Male",12,9,-,-,-,-,-,-,-,-,-,3,-,-,-,,,
3,OŠTRA LUKA,23,"Ženski/ 
Female",12,8,-,-,-,-,-,-,-,-,-,4,-,-,-,,,
3,OŠTRA LUKA,24,"Ukupno/ 
Total",22,17,-,-,-,-,-,-,-,-,-,4,1,-,-,,,
3,OŠTRA LUKA,24,"Muški/ 
Male",12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,OŠTRA LUKA,24,"Ženski/ 
Female",10,5,-,-,-,-,-,-,-,-,-,4,1,-,-,,,
3,OŠTRA LUKA,25-29,"Ukupno/ 
Total",136,121,-,-,-,-,1,3,2,-,-,9,-,-,-,,,
3,OŠTRA LUKA,25-29,"Muški/ 
Male",76,72,-,-,-,-,-,1,-,-,-,3,-,-,-,,,
3,OŠTRA LUKA,25-29,"Ženski/ 
Female",60,49,-,-,-,-,1,2,2,-,-,6,-,-,-,,,
3,OŠTRA LUKA,30-34,"Ukupno/ 
Total",138,133,-,-,1,-,3,-,-,-,-,-,1,-,-,,,
3,OŠTRA LUKA,30-34,"Muški/ 
Male",73,69,-,-,1,-,2,-,-,-,-,-,1,-,-,,,
3,OŠTRA LUKA,30-34,"Ženski/ 
Female",65,64,-,-,-,-,1,-,-,-,-,-,-,-,-,,,
3,OŠTRA LUKA,35-39,"Ukupno/ 
Total",204,200,-,-,-,-,1,-,-,-,-,2,1,-,-,,,
3,OŠTRA LUKA,35-39,"Muški/ 
Male",108,108,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,OŠTRA LUKA,35-39,"Ženski/ 
Female",96,92,-,-,-,-,1,-,-,-,-,2,1,-,-,,,
3,OŠTRA LUKA,40-44,"Ukupno/ 
Total",180,180,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,OŠTRA LUKA,40-44,"Muški/ 
Male",106,106,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,OŠTRA LUKA,40-44,"Ženski/ 
Female",74,74,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,OŠTRA LUKA,45-49,"Ukupno/ 
Total",190,188,-,-,1,-,-,-,-,-,-,1,-,-,-,,,
3,OŠTRA LUKA,45-49,"Muški/ 
Male",117,115,-,-,1,-,-,-,-,-,-,1,-,-,-,,,
3,OŠTRA LUKA,45-49,"Ženski/ 
Female",73,73,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,OŠTRA LUKA,"50 i više/ 
50 and over","Ukupno/ 
Total",1204,1204,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,OŠTRA LUKA,"50 i više/ 
50 and over","Muški/ 
Male",575,575,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,OŠTRA LUKA,"50 i više/ 
50 and over","Ženski/ 
Female",629,629,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,"Ukupno/ 
Total","Ukupno/ 
Total",20909,16108,54,1730,896,9,20,298,14,141,32,1397,186,6,18,,,
3,PALE - RS,"Ukupno/ 
Total","Muški/ 
Male",10038,7699,26,910,457,5,14,129,5,68,16,623,72,1,13,,,
3,PALE - RS,"Ukupno/ 
Total","Ženski/ 
Female",10871,8409,28,820,439,4,6,169,9,73,16,774,114,5,5,,,
3,PALE - RS,0 - 2,"Ukupno/ 
Total",551,551,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,0 - 2,"Muški/ 
Male",288,288,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,0 - 2,"Ženski/ 
Female",263,263,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,3,"Ukupno/ 
Total",170,158,12,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,3,"Muški/ 
Male",79,74,5,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,3,"Ženski/ 
Female",91,84,7,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,4,"Ukupno/ 
Total",183,167,16,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,4,"Muški/ 
Male",95,87,8,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,4,"Ženski/ 
Female",88,80,8,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,5,"Ukupno/ 
Total",177,137,23,17,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,5,"Muški/ 
Male",87,67,13,7,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,5,"Ženski/ 
Female",90,70,10,10,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,6,"Ukupno/ 
Total",160,11,3,146,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,6,"Muški/ 
Male",88,4,-,84,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,6,"Ženski/ 
Female",72,7,3,62,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,7,"Ukupno/ 
Total",198,2,-,196,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,7,"Muški/ 
Male",90,2,-,88,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,7,"Ženski/ 
Female",108,-,-,108,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,8,"Ukupno/ 
Total",179,1,-,178,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,8,"Muški/ 
Male",96,-,-,96,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,8,"Ženski/ 
Female",83,1,-,82,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,9,"Ukupno/ 
Total",186,-,-,186,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,9,"Muški/ 
Male",90,-,-,90,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,9,"Ženski/ 
Female",96,-,-,96,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,10,"Ukupno/ 
Total",198,-,-,198,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,10,"Muški/ 
Male",98,-,-,98,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,10,"Ženski/ 
Female",100,-,-,100,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,11,"Ukupno/ 
Total",211,-,-,211,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,11,"Muški/ 
Male",126,-,-,126,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,11,"Ženski/ 
Female",85,-,-,85,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,12,"Ukupno/ 
Total",191,1,-,190,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,12,"Muški/ 
Male",108,1,-,107,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,12,"Ženski/ 
Female",83,-,-,83,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,13,"Ukupno/ 
Total",223,1,-,222,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,13,"Muški/ 
Male",120,1,-,119,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,13,"Ženski/ 
Female",103,-,-,103,-,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,14,"Ukupno/ 
Total",208,-,-,176,32,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,14,"Muški/ 
Male",105,-,-,90,15,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,14,"Ženski/ 
Female",103,-,-,86,17,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,15,"Ukupno/ 
Total",223,2,-,3,218,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,15,"Muški/ 
Male",102,-,-,1,101,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,15,"Ženski/ 
Female",121,2,-,2,117,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,16,"Ukupno/ 
Total",238,5,-,1,232,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,16,"Muški/ 
Male",129,4,-,1,124,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,16,"Ženski/ 
Female",109,1,-,-,108,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,17,"Ukupno/ 
Total",254,4,-,2,248,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,17,"Muški/ 
Male",134,2,-,1,131,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,17,"Ženski/ 
Female",120,2,-,1,117,-,-,-,-,-,-,-,-,-,-,,,
3,PALE - RS,18,"Ukupno/ 
Total",258,27,-,-,153,1,-,10,-,-,-,67,-,-,-,,,
3,PALE - RS,18,"Muški/ 
Male",127,14,-,-,79,1,-,5,-,-,-,28,-,-,-,,,
3,PALE - RS,18,"Ženski/ 
Female",131,13,-,-,74,-,-,5,-,-,-,39,-,-,-,,,
3,PALE - RS,19,"Ukupno/ 
Total",329,75,-,1,6,1,3,24,-,-,-,218,-,1,-,,,
3,PALE - RS,19,"Muški/ 
Male",153,51,-,-,5,1,1,7,-,-,-,88,-,-,-,,,
3,PALE - RS,19,"Ženski/ 
Female",176,24,-,1,1,-,2,17,-,-,-,130,-,1,-,,,
3,PALE - RS,20,"Ukupno/ 
Total",230,63,-,-,1,-,-,14,-,-,-,151,1,-,-,,,
3,PALE - RS,20,"Muški/ 
Male",117,47,-,-,-,-,-,7,-,-,-,63,-,-,-,,,
3,PALE - RS,20,"Ženski/ 
Female",113,16,-,-,1,-,-,7,-,-,-,88,1,-,-,,,
3,PALE - RS,21,"Ukupno/ 
Total",295,82,-,-,1,1,1,12,-,1,-,195,1,1,-,,,
3,PALE - RS,21,"Muški/ 
Male",133,51,-,-,-,1,1,3,-,1,-,76,-,-,-,,,
3,PALE - RS,21,"Ženski/ 
Female",162,31,-,-,1,-,-,9,-,-,-,119,1,1,-,,,
3,PALE - RS,22,"Ukupno/ 
Total",307,89,-,-,-,-,1,21,-,-,-,179,14,2,1,,,
3,PALE - RS,22,"Muški/ 
Male",162,61,-,-,-,-,1,9,-,-,-,84,6,1,-,,,
3,PALE - RS,22,"Ženski/ 
Female",145,28,-,-,-,-,-,12,-,-,-,95,8,1,1,,,
3,PALE - RS,23,"Ukupno/ 
Total",295,102,-,-,-,-,2,21,-,2,-,156,11,-,1,,,
3,PALE - RS,23,"Muški/ 
Male",138,50,-,-,-,-,1,11,-,1,-,71,3,-,1,,,
3,PALE - RS,23,"Ženski/ 
Female",157,52,-,-,-,-,1,10,-,1,-,85,8,-,-,,,
3,PALE - RS,24,"Ukupno/ 
Total",277,134,-,-,-,1,1,13,-,7,-,91,28,-,2,,,
3,PALE - RS,24,"Muški/ 
Male",131,73,-,-,-,-,-,6,-,2,-,45,5,-,-,,,
3,PALE - RS,24,"Ženski/ 
Female",146,61,-,-,-,1,1,7,-,5,-,46,23,-,2,,,
3,PALE - RS,25-29,"Ukupno/ 
Total",1507,1046,-,1,-,1,1,105,3,40,8,203,90,1,8,,,
3,PALE - RS,25-29,"Muški/ 
Male",780,548,-,1,-,-,1,47,1,19,4,115,38,-,6,,,
3,PALE - RS,25-29,"Ženski/ 
Female",727,498,-,-,-,1,-,58,2,21,4,88,52,1,2,,,
3,PALE - RS,30-34,"Ukupno/ 
Total",1499,1304,-,-,1,1,-,45,4,36,9,74,23,-,2,,,
3,PALE - RS,30-34,"Muški/ 
Male",721,640,-,-,-,-,-,19,1,14,4,29,12,-,2,,,
3,PALE - RS,30-34,"Ženski/ 
Female",778,664,-,-,1,1,-,26,3,22,5,45,11,-,-,,,
3,PALE - RS,35-39,"Ukupno/ 
Total",1329,1223,-,-,1,1,4,15,2,29,6,35,11,-,2,,,
3,PALE - RS,35-39,"Muški/ 
Male",703,649,-,-,-,1,4,7,-,15,3,17,5,-,2,,,
3,PALE - RS,35-39,"Ženski/ 
Female",626,574,-,-,1,-,-,8,2,14,3,18,6,-,-,,,
3,PALE - RS,40-44,"Ukupno/ 
Total",1109,1066,-,-,-,1,1,8,1,12,2,15,2,-,1,,,
3,PALE - RS,40-44,"Muški/ 
Male",537,519,-,-,-,-,1,3,-,7,2,4,-,-,1,,,
3,PALE - RS,40-44,"Ženski/ 
Female",572,547,-,-,-,1,-,5,1,5,-,11,2,-,-,,,
3,PALE - RS,45-49,"Ukupno/ 
Total",1344,1314,-,1,-,-,1,5,2,5,3,7,4,1,1,,,
3,PALE - RS,45-49,"Muški/ 
Male",654,640,-,1,-,-,-,3,1,3,2,1,2,-,1,,,
3,PALE - RS,45-49,"Ženski/ 
Female",690,674,-,-,-,-,1,2,1,2,1,6,2,1,-,,,
3,PALE - RS,"50 i više/ 
50 and over","Ukupno/ 
Total",8580,8543,-,1,3,1,5,5,2,9,4,6,1,-,-,,,
3,PALE - RS,"50 i više/ 
50 and over","Muški/ 
Male",3847,3826,-,-,2,1,4,2,2,6,1,2,1,-,-,,,
3,PALE - RS,"50 i više/ 
50 and over","Ženski/ 
Female",4733,4717,-,1,1,-,1,3,-,3,3,4,-,-,-,,,
3,PELAGIĆEVO,"Ukupno/ 
Total","Ukupno/ 
Total",5220,4388,15,394,240,6,24,54,6,13,1,61,11,2,5,,,
3,PELAGIĆEVO,"Ukupno/ 
Total","Muški/ 
Male",2609,2191,10,196,120,3,11,29,1,8,-,31,5,1,3,,,
3,PELAGIĆEVO,"Ukupno/ 
Total","Ženski/ 
Female",2611,2197,5,198,120,3,13,25,5,5,1,30,6,1,2,,,
3,PELAGIĆEVO,0 - 2,"Ukupno/ 
Total",67,67,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,0 - 2,"Muški/ 
Male",34,34,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,0 - 2,"Ženski/ 
Female",33,33,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,3,"Ukupno/ 
Total",30,28,2,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,3,"Muški/ 
Male",16,15,1,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,3,"Ženski/ 
Female",14,13,1,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,4,"Ukupno/ 
Total",36,33,3,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,4,"Muški/ 
Male",15,12,3,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,4,"Ženski/ 
Female",21,21,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,5,"Ukupno/ 
Total",41,31,5,5,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,5,"Muški/ 
Male",19,12,2,5,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,5,"Ženski/ 
Female",22,19,3,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,6,"Ukupno/ 
Total",48,-,5,43,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,6,"Muški/ 
Male",29,-,4,25,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,6,"Ženski/ 
Female",19,-,1,18,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,7,"Ukupno/ 
Total",36,2,-,34,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,7,"Muški/ 
Male",19,2,-,17,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,7,"Ženski/ 
Female",17,-,-,17,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,8,"Ukupno/ 
Total",32,-,-,32,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,8,"Muški/ 
Male",11,-,-,11,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,8,"Ženski/ 
Female",21,-,-,21,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,9,"Ukupno/ 
Total",36,-,-,36,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,9,"Muški/ 
Male",22,-,-,22,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,9,"Ženski/ 
Female",14,-,-,14,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,10,"Ukupno/ 
Total",39,-,-,39,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,10,"Muški/ 
Male",22,-,-,22,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,10,"Ženski/ 
Female",17,-,-,17,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,11,"Ukupno/ 
Total",40,-,-,40,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,11,"Muški/ 
Male",18,-,-,18,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,11,"Ženski/ 
Female",22,-,-,22,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,12,"Ukupno/ 
Total",49,1,-,48,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,12,"Muški/ 
Male",22,-,-,22,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,12,"Ženski/ 
Female",27,1,-,26,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,13,"Ukupno/ 
Total",52,-,-,52,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,13,"Muški/ 
Male",20,-,-,20,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,13,"Ženski/ 
Female",32,-,-,32,-,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,14,"Ukupno/ 
Total",60,-,-,50,10,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,14,"Muški/ 
Male",35,-,-,30,5,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,14,"Ženski/ 
Female",25,-,-,20,5,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,15,"Ukupno/ 
Total",62,3,-,6,53,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,15,"Muški/ 
Male",30,2,-,1,27,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,15,"Ženski/ 
Female",32,1,-,5,26,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,16,"Ukupno/ 
Total",65,2,-,-,63,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,16,"Muški/ 
Male",33,2,-,-,31,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,16,"Ženski/ 
Female",32,-,-,-,32,-,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,17,"Ukupno/ 
Total",57,7,-,-,48,2,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,17,"Muški/ 
Male",29,6,-,-,22,1,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,17,"Ženski/ 
Female",28,1,-,-,26,1,-,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,18,"Ukupno/ 
Total",46,15,-,1,26,-,3,-,-,-,-,1,-,-,-,,,
3,PELAGIĆEVO,18,"Muški/ 
Male",26,11,-,-,13,-,1,-,-,-,-,1,-,-,-,,,
3,PELAGIĆEVO,18,"Ženski/ 
Female",20,4,-,1,13,-,2,-,-,-,-,-,-,-,-,,,
3,PELAGIĆEVO,19,"Ukupno/ 
Total",71,45,-,-,3,1,4,9,-,-,-,9,-,-,-,,,
3,PELAGIĆEVO,19,"Muški/ 
Male",40,30,-,-,1,-,4,2,-,-,-,3,-,-,-,,,
3,PELAGIĆEVO,19,"Ženski/ 
Female",31,15,-,-,2,1,-,7,-,-,-,6,-,-,-,,,
3,PELAGIĆEVO,20,"Ukupno/ 
Total",50,29,-,-,2,1,2,5,1,1,-,9,-,-,-,,,
3,PELAGIĆEVO,20,"Muški/ 
Male",31,21,-,-,1,1,1,2,-,1,-,4,-,-,-,,,
3,PELAGIĆEVO,20,"Ženski/ 
Female",19,8,-,-,1,-,1,3,1,-,-,5,-,-,-,,,
3,PELAGIĆEVO,21,"Ukupno/ 
Total",50,31,-,1,1,2,1,5,1,-,-,6,1,1,-,,,
3,PELAGIĆEVO,21,"Muški/ 
Male",29,19,-,-,1,1,-,4,1,-,-,3,-,-,-,,,
3,PELAGIĆEVO,21,"Ženski/ 
Female",21,12,-,1,-,1,1,1,-,-,-,3,1,1,-,,,
3,PELAGIĆEVO,22,"Ukupno/ 
Total",58,37,-,-,-,-,3,6,1,1,-,6,1,-,3,,,
3,PELAGIĆEVO,22,"Muški/ 
Male",33,25,-,-,-,-,1,3,-,1,-,2,-,-,1,,,
3,PELAGIĆEVO,22,"Ženski/ 
Female",25,12,-,-,-,-,2,3,1,-,-,4,1,-,2,,,
3,PELAGIĆEVO,23,"Ukupno/ 
Total",59,37,-,-,2,-,1,4,1,4,-,9,1,-,-,,,
3,PELAGIĆEVO,23,"Muški/ 
Male",31,20,-,-,1,-,-,2,-,3,-,5,-,-,-,,,
3,PELAGIĆEVO,23,"Ženski/ 
Female",28,17,-,-,1,-,1,2,1,1,-,4,1,-,-,,,
3,PELAGIĆEVO,24,"Ukupno/ 
Total",43,32,-,-,-,-,1,4,-,-,-,4,2,-,-,,,
3,PELAGIĆEVO,24,"Muški/ 
Male",17,12,-,-,-,-,1,2,-,-,-,2,-,-,-,,,
3,PELAGIĆEVO,24,"Ženski/ 
Female",26,20,-,-,-,-,-,2,-,-,-,2,2,-,-,,,
3,PELAGIĆEVO,25-29,"Ukupno/ 
Total",231,210,-,-,2,-,2,4,-,2,-,8,2,1,-,,,
3,PELAGIĆEVO,25-29,"Muški/ 
Male",126,113,-,-,2,-,-,3,-,1,-,5,1,1,-,,,
3,PELAGIĆEVO,25-29,"Ženski/ 
Female",105,97,-,-,-,-,2,1,-,1,-,3,1,-,-,,,
3,PELAGIĆEVO,30-34,"Ukupno/ 
Total",234,218,-,1,-,-,3,7,-,2,1,-,2,-,-,,,
3,PELAGIĆEVO,30-34,"Muški/ 
Male",112,105,-,1,-,-,1,3,-,-,-,-,2,-,-,,,
3,PELAGIĆEVO,30-34,"Ženski/ 
Female",122,113,-,-,-,-,2,4,-,2,1,-,-,-,-,,,
3,PELAGIĆEVO,35-39,"Ukupno/ 
Total",329,314,-,2,2,-,1,3,1,2,-,4,-,-,-,,,
3,PELAGIĆEVO,35-39,"Muški/ 
Male",156,146,-,-,1,-,1,3,-,2,-,3,-,-,-,,,
3,PELAGIĆEVO,35-39,"Ženski/ 
Female",173,168,-,2,1,-,-,-,1,-,-,1,-,-,-,,,
3,PELAGIĆEVO,40-44,"Ukupno/ 
Total",361,351,-,-,6,-,-,2,-,1,-,-,1,-,-,,,
3,PELAGIĆEVO,40-44,"Muški/ 
Male",212,207,-,-,2,-,-,2,-,-,-,-,1,-,-,,,
3,PELAGIĆEVO,40-44,"Ženski/ 
Female",149,144,-,-,4,-,-,-,-,1,-,-,-,-,-,,,
3,PELAGIĆEVO,45-49,"Ukupno/ 
Total",496,481,-,1,8,-,-,1,-,-,-,3,1,-,1,,,
3,PELAGIĆEVO,45-49,"Muški/ 
Male",263,253,-,-,5,-,-,1,-,-,-,2,1,-,1,,,
3,PELAGIĆEVO,45-49,"Ženski/ 
Female",233,228,-,1,3,-,-,-,-,-,-,1,-,-,-,,,
3,PELAGIĆEVO,"50 i više/ 
50 and over","Ukupno/ 
Total",2442,2414,-,3,14,-,3,4,1,-,-,2,-,-,1,,,
3,PELAGIĆEVO,"50 i više/ 
50 and over","Muški/ 
Male",1159,1144,-,2,8,-,1,2,-,-,-,1,-,-,1,,,
3,PELAGIĆEVO,"50 i više/ 
50 and over","Ženski/ 
Female",1283,1270,-,1,6,-,2,2,1,-,-,1,-,-,-,,,
3,PETROVAC,"Ukupno/ 
Total","Ukupno/ 
Total",361,300,1,38,12,-,-,1,1,1,-,7,-,-,-,,,
3,PETROVAC,"Ukupno/ 
Total","Muški/ 
Male",172,140,1,19,7,-,-,-,-,1,-,4,-,-,-,,,
3,PETROVAC,"Ukupno/ 
Total","Ženski/ 
Female",189,160,-,19,5,-,-,1,1,-,-,3,-,-,-,,,
3,PETROVAC,0 - 2,"Ukupno/ 
Total",3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,0 - 2,"Muški/ 
Male",3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,0 - 2,"Ženski/ 
Female",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,3,"Ukupno/ 
Total",2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,3,"Muški/ 
Male",2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,3,"Ženski/ 
Female",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,4,"Ukupno/ 
Total",8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,4,"Muški/ 
Male",3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,4,"Ženski/ 
Female",5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,5,"Ukupno/ 
Total",1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,5,"Muški/ 
Male",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,5,"Ženski/ 
Female",1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,6,"Ukupno/ 
Total",6,-,-,6,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,6,"Muški/ 
Male",5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,6,"Ženski/ 
Female",1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,7,"Ukupno/ 
Total",6,-,-,6,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,7,"Muški/ 
Male",4,-,-,4,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,7,"Ženski/ 
Female",2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,8,"Ukupno/ 
Total",3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,8,"Muški/ 
Male",1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,8,"Ženski/ 
Female",2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,
3,PETROVAC,9,"Ukupno/ 
Total",2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,
